C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_43_382.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_43_382.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_43_382.jpg,0,0,0,0.6497864
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_43_670.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_43_670.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_43_670.jpg,0,0,0,0.6279418
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_43_724.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_43_724.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_43_724.jpg,0,0,0,0.6229097
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_43_792.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_43_792.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_43_792.jpg,0,0,0,0.6191623
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_43_860.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_43_860.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_43_860.jpg,0,0,0,0.6154376
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_43_930.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_43_930.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_43_930.jpg,0,0,0,0.6105061
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_43_998.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_43_998.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_43_998.jpg,0,0,0,0.6068335
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_44_069.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_44_069.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_44_069.jpg,0,0,0,0.6019711
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_44_137.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_44_137.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_44_137.jpg,0,0,0,0.59835
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_44_209.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_44_209.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_44_209.jpg,0,0.02400588,0,0.6206543
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_44_274.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_44_274.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_44_274.jpg,0,0.2027734,0,0.7070002
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_44_342.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_44_342.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_44_342.jpg,0,0.3826937,0,0.9467989
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_44_413.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_44_413.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_44_413.jpg,-0.05,0.6427272,0,1.434013
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_44_485.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_44_485.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_44_485.jpg,-0.25,0.8633261,0,2.173052
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_44_558.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_44_558.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_44_558.jpg,-0.4,1,0,2.864847
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_44_627.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_44_627.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_44_627.jpg,-0.5354305,1,0,3.791584
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_16_17_11_44_697.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_16_17_11_44_697.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_16_17_11_44_697.jpg,-0.4319619,1,0,4.489107
